trace_file,game_number,child_id,generation,parent_id,parent_rank,sampled_op,arm,prompt_sha256,prompt_chars,llm_parse_failed,proposed_word,proposed_words,proposed_word_invalid,realized_rank,predicted_closeness,predicted_closeness_clamped,predicted_bucket,self_report_parse_failed,basis_words_count,reason_chars
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,851762e95d304bdf804510848900910b,3,076ea155a3d94644b881f39210a61a92,329,ml_mutation,genuine,2f81a15f5c2e3a13a4b5877a2c75c770d49bb4271df53456a2c1773e9de8d770,4411,False,cognition,cognition;recognition;apprehension,False,6627,0.6,False,top500,False,1,135
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,851762e95d304bdf804510848900910b,3,076ea155a3d94644b881f39210a61a92,329,ml_mutation,wrong,3068893435dde06d10e0d4d34e8a9c23ca6419f0973e81500e813a010d27ba19,4360,False,insight,insight;intuition;judgment,False,135,0.4,False,top500,False,1,137
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,851762e95d304bdf804510848900910b,3,076ea155a3d94644b881f39210a61a92,329,ml_mutation,filler,f356203368b7b5ae44e944d18faf7ca06adda27d695c1e6d2b8c307fc41c2a0d,4390,False,evaluation,evaluation;judgment;analysis,False,2449,0.6,False,top500,False,1,190
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,851762e95d304bdf804510848900910b,3,076ea155a3d94644b881f39210a61a92,329,ml_mutation,absent,6c14bf802c007a32021d68ad3887588654df2e71adf00db35454b0ba8fd58916,4125,False,experience,experience;observation;insight,False,456,0.6,False,top500,False,1,134
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,86669229bdc54f00a4ea18048b59e0f2,4,dd354cd07b094a2ba7f602fc0ac45e3b,13,s_mutation,genuine,9d246d136b12f846c5f470fd63fd7a0ad8620e23b56858115c49a631eecaad05,4652,False,mercy,mercy;kindness;generosity,False,820,0.6,False,top500,False,2,153
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,86669229bdc54f00a4ea18048b59e0f2,4,dd354cd07b094a2ba7f602fc0ac45e3b,13,s_mutation,wrong,f7086d8789dd2fdcde4a0412e3e669671043dfb1ec77aec8a9af45a19a72f957,4648,False,benevolence,benevolence;generosity;tenderness,False,205,0.6,False,top500,False,1,120
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,86669229bdc54f00a4ea18048b59e0f2,4,dd354cd07b094a2ba7f602fc0ac45e3b,13,s_mutation,filler,13a2060bf6019de6a7935be7024cc4983d08d7dd21169d56163e5378330c5060,4659,False,mercy,mercy;tenderness;generosity,False,820,0.6,False,top500,False,1,129
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,86669229bdc54f00a4ea18048b59e0f2,4,dd354cd07b094a2ba7f602fc0ac45e3b,13,s_mutation,absent,e95aeffb65bb35a95014472ab6eefd09a694d702137d20ced818a33ecbb9df95,4394,False,generosity,generosity;kindness;care,False,15,0.7,False,top500,False,1,150
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,75a94fee00a64734a2d677287cbb63f3,4,9b216c7dfced42d7b7a030b603800112,62,ml_mutation,genuine,aead40fed1a5330901b380a30fbde5af3ab2ff2037a85f995fd10f0ae9da6edc,4879,False,organization,organization;interaction;structure,False,1758,0.3,False,beyond,False,1,195
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,75a94fee00a64734a2d677287cbb63f3,4,9b216c7dfced42d7b7a030b603800112,62,ml_mutation,wrong,c975e5d05585da6168aeec14230ba799c28ba8da6dfefa483095dfbf67c5a65f,4756,False,synergy,synergy;interdependence;interplay,False,5053,0.4,False,top500,False,1,160
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,75a94fee00a64734a2d677287cbb63f3,4,9b216c7dfced42d7b7a030b603800112,62,ml_mutation,filler,96706848f81a6116c2a94a2d8f2365f30b3377d5ae2f71db2830e0a495e7aaef,4863,False,leader,leader;mediator;coordinator,False,1566,0.4,False,top500,False,1,138
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,75a94fee00a64734a2d677287cbb63f3,4,9b216c7dfced42d7b7a030b603800112,62,ml_mutation,absent,725e4544ef2173a116bb085133a66d7ec16324e78a6555ed468729c87326e56d,4522,False,engagement,engagement;influence;interdependence,False,1830,0.4,False,top500,False,1,153
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,57b26838559c40b9956d60e8d6f0a2cd,4,5676de5998654201a500a3cb0f8fe1c9,78,m_mutation,genuine,a7d5aa49cf35ac26675236cf2d33c5f4e64082b928d0278f0d2f519247f76944,4717,False,clarity,clarity;logic;analysis,False,81,0.6,False,top500,False,1,99
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,57b26838559c40b9956d60e8d6f0a2cd,4,5676de5998654201a500a3cb0f8fe1c9,78,m_mutation,wrong,787a50da0ad7db982f81f9c982ac583364ff156d21b3a9ed72a9c74f22192cfc,4710,False,interpret,interpret;perceive;grasp,False,3854,0.6,False,top100,False,1,166
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,57b26838559c40b9956d60e8d6f0a2cd,4,5676de5998654201a500a3cb0f8fe1c9,78,m_mutation,filler,ee03bd625c373c79ae9a52ea52c7f2262b762a8ac50e9f0b62df25d859afa4f5,4719,False,analysis,analysis;insight;clarity,False,2130,0.6,False,top500,False,3,159
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,57b26838559c40b9956d60e8d6f0a2cd,4,5676de5998654201a500a3cb0f8fe1c9,78,m_mutation,absent,161c04f673ac2017c3702255b2474cfc082ac3ce1edc0f7b95c1eab91f4ba366,4491,False,system,system;network;framework,False,4738,0.6,False,top500,False,1,103
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,1797bf736f20441188d30c7b6335173b,4,d034c643037147d5b81b845c2d4e1963,111,m_mutation,genuine,4311f805c53eadf5fc595049c15452835209a8d291e03c5da9307ab746cb8c19,4897,False,trust,trust;cooperation;loyalty,False,96,0.7,False,top100,False,1,149
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,1797bf736f20441188d30c7b6335173b,4,d034c643037147d5b81b845c2d4e1963,111,m_mutation,wrong,ef2c9e4868bb6505c3f69e76b7fbc9e1b02480793afc38df05802c7283de9db6,4835,False,support,support;help;aid,False,2177,0.6,False,top500,False,1,131
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,1797bf736f20441188d30c7b6335173b,4,d034c643037147d5b81b845c2d4e1963,111,m_mutation,filler,13e48c8b5f28a116b8cb1e6066dc85bc6a6ca8a36f12f97697a01f67c1edf1cc,4864,False,loyalty,loyalty;comfort;exchange,False,33,0.4,False,top500,False,1,216
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,1797bf736f20441188d30c7b6335173b,4,d034c643037147d5b81b845c2d4e1963,111,m_mutation,absent,264a232fb72706dab102c0a45c170a5f1f8a046fce4b890a8ef4e5432690364d,4599,False,support,support;kindness;group,False,2177,0.4,False,top500,False,1,111
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,6a6624b21973472c86e5d542f664bd50,5,86669229bdc54f00a4ea18048b59e0f2,11,s_mutation,genuine,1ae85e1cdafeb88ec1b0254ba10de97ee155ffd7b7a8d3e9c606a50476d2e67e,5060,False,thoughtfulness,thoughtfulness;considerateness;courtesy,False,41,0.7,False,top100,False,1,158
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,6a6624b21973472c86e5d542f664bd50,5,86669229bdc54f00a4ea18048b59e0f2,11,s_mutation,wrong,9600726e1062713ce84bde7f28640ac1fdaec654c54f2461dbed3963cae2cb3b,5061,False,generous,generous;cordial;considerate,False,827,0.7,False,top100,False,1,71
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,6a6624b21973472c86e5d542f664bd50,5,86669229bdc54f00a4ea18048b59e0f2,11,s_mutation,filler,045921bcfdbca9eff9dd1566c33f4fdbd053a484d888751eaa01218c1efe0dfb,5078,False,generosity,generosity;mercy;consideration,False,15,0.8,False,top100,False,1,92
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,6a6624b21973472c86e5d542f664bd50,5,86669229bdc54f00a4ea18048b59e0f2,11,s_mutation,absent,f092f801b77ace76d3e63a47903d86127f2dcb7f87a5a196560bb062314b956a,4813,False,generosity,generosity;consideration;thoughtfulness,False,15,0.7,False,top500,False,1,114
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,d64aea8efe184d24bb55b990b1dcfa78,5,dd354cd07b094a2ba7f602fc0ac45e3b,13,s_mutation,genuine,09bf6008658dd25ab9d9ad67a1224e440382e9bb0dca06ce21833dbb775fd19a,5235,False,tenderness,tenderness;gentleness;grace,False,425,0.6,False,top500,False,1,132
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,d64aea8efe184d24bb55b990b1dcfa78,5,dd354cd07b094a2ba7f602fc0ac45e3b,13,s_mutation,wrong,ada0aa7815bbe46f1ff5e5ed219f00098f40cbcd94dd30aa458045b0834bc9a1,5253,False,forgiveness,forgiveness;pity;charity,False,176,0.3,False,top500,False,1,116
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,d64aea8efe184d24bb55b990b1dcfa78,5,dd354cd07b094a2ba7f602fc0ac45e3b,13,s_mutation,filler,a03063e5d191e1a4f567f6815ee5883fb8a7f89388b9381bafd61f0942404e10,5242,False,mercy,mercy;tenderness;gentleness,False,820,0.4,False,top500,False,1,153
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,d64aea8efe184d24bb55b990b1dcfa78,5,dd354cd07b094a2ba7f602fc0ac45e3b,13,s_mutation,absent,51d7912148874914832294a043a10892fcad37e645a179e18566c8b66e98bc14,4977,False,grace,grace;forgiveness;clemency,False,445,0.6,False,top500,False,1,122
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,53699d5dd37a49ee952394c9ea002eb8,5,d034c643037147d5b81b845c2d4e1963,33,ml_mutation,genuine,803c38bca7c30d7156ec67b47365eb17eda008ae46ad2322294f2ce17a864dcc,5302,False,integrity,integrity;fairness;honesty,False,3,0.7,False,top100,False,1,154
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,53699d5dd37a49ee952394c9ea002eb8,5,d034c643037147d5b81b845c2d4e1963,33,ml_mutation,wrong,1d86fc7804a17bf54fd6891dba0f4c4d79d1513fcce6c0ae4bdf2648063417eb,5235,False,integrity,integrity;honesty;fairness,False,3,0.7,False,top500,False,1,94
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,53699d5dd37a49ee952394c9ea002eb8,5,d034c643037147d5b81b845c2d4e1963,33,ml_mutation,filler,de8d00b2f527d1b1869a025ca8b7aea9a0139a173e424c57f79e07819cb6587f,5269,False,integrity,integrity;devotion;fidelity,False,3,0.6,False,top500,False,1,129
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,53699d5dd37a49ee952394c9ea002eb8,5,d034c643037147d5b81b845c2d4e1963,33,ml_mutation,absent,a028a2b3e4e8e41301473ee424ac9313e165177e0e44a7dcc1c8847a5dd527fa,5004,False,integrity,integrity;honesty;fairness,False,3,0.7,False,top100,False,1,168
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,17b939056cac46efa3737de464fca2a0,2,72a0008c46304e56af0e4c73fb7c509e,76,m_mutation,genuine,58f87a3b3ffdf50eeffcb128e037f45657b9f9be484f2a1cf3d949f86c307d43,3707,False,care,care;nurture;tend,False,101,0.4,False,top500,False,1,148
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,17b939056cac46efa3737de464fca2a0,2,72a0008c46304e56af0e4c73fb7c509e,76,m_mutation,wrong,cfb2001d443f626640c475642062eb00af8b395a6adad2e43a3877023e166984,3677,False,warmth,warmth;tenderness;compassion,False,305,0.6,False,top500,False,1,168
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,17b939056cac46efa3737de464fca2a0,2,72a0008c46304e56af0e4c73fb7c509e,76,m_mutation,filler,f95cee928d39592f0d957a869adb6bfb847847a9c565c582426592cfce93dfaa,3722,False,empathy,empathy;compassion;tenderness,False,19,0.7,False,top100,False,1,104
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,17b939056cac46efa3737de464fca2a0,2,72a0008c46304e56af0e4c73fb7c509e,76,m_mutation,absent,df498bc2580c3010bd6d18520d1f39befbaa4ccc65d385f22bcc7effa760784e,3457,False,emotion,emotion;empathy;sympathy,False,100,0.6,False,top500,False,1,101
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,f0a3f96909f34ef28f6be98b2c384bee,2,25c445810f7947b7aad2410df452e5a2,751,ml_mutation,genuine,ffbd3a703350648f1db749bc8e7b65d7659deec13db1aaa0554059ea1bd463d6,3742,False,interaction,interaction;engagement;cohesion,False,1855,0.6,False,top500,False,1,121
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,f0a3f96909f34ef28f6be98b2c384bee,2,25c445810f7947b7aad2410df452e5a2,751,ml_mutation,wrong,2958a7904908457020210bb5c42a5cbf0d521acdab38b2fa74ecf6070c8b75a1,3768,False,peer,peer;fellow;member,False,586,0.4,False,top500,False,1,123
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,f0a3f96909f34ef28f6be98b2c384bee,2,25c445810f7947b7aad2410df452e5a2,751,ml_mutation,filler,c4a32ba5cd6a0c83a04e33d030860a247607899af208fb82442e7ad821c8c15c,3723,False,comrade,comrade;member,False,3328,0.4,False,beyond,False,1,115
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,f0a3f96909f34ef28f6be98b2c384bee,2,25c445810f7947b7aad2410df452e5a2,751,ml_mutation,absent,f03321a123be2681675b193632767eb1484ea42b51195e898b7fc9dd3840c83a,3533,False,alliance,alliance;league;union,False,5994,0.6,False,top500,False,1,130
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,a3e48a24c43a45de97856f75dc64693a,3,17b939056cac46efa3737de464fca2a0,11,l_mutation,genuine,978de0468def0ff64797ee9f38394efb306a6c014f761d3d8cefa12caa2bb2c3,4322,False,public,public;setting;space,False,1406,0.5,False,top500,False,1,188
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,a3e48a24c43a45de97856f75dc64693a,3,17b939056cac46efa3737de464fca2a0,11,l_mutation,wrong,c9df4cb8dd3502098f57f3423d7e36898b0ccd32bc24c78e842188198f00f90c,4337,False,intent,intent;motive;purpose,False,792,0.3,False,top500,False,1,176
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,a3e48a24c43a45de97856f75dc64693a,3,17b939056cac46efa3737de464fca2a0,11,l_mutation,filler,a7fb2570ce80c36f1b52029a885cdd4cf5def4124bde1cb7cd6091422046887d,4319,False,prosperity,prosperity;cooperation;harmony,False,888,0.4,False,top500,False,1,163
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,a3e48a24c43a45de97856f75dc64693a,3,17b939056cac46efa3737de464fca2a0,11,l_mutation,absent,079b700c30d4da93abceffcec9e6ab6c7ad0ab1cb084318d573ad0a143012050,4091,False,institutions,institutions;systems;structures,False,2149,0.4,False,top500,False,1,136
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,f99173763c2c4b5ebfec8c937d29c384,3,72a0008c46304e56af0e4c73fb7c509e,76,m_mutation,genuine,4d5d8bfbe0ef8d91b50bcbf03b6d183f030f0d2bfca623475075544adf49375d,4292,False,caress,caress;grace;comfort,False,10468,0.3,False,top500,False,1,153
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,f99173763c2c4b5ebfec8c937d29c384,3,72a0008c46304e56af0e4c73fb7c509e,76,m_mutation,wrong,b25fcd96df801936592285c957bbe6a0110b483104915ebc23f1b3dbcf8c6a79,4261,False,warmth,warmth;gaze;caress,False,305,0.4,False,top500,False,1,111
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,f99173763c2c4b5ebfec8c937d29c384,3,72a0008c46304e56af0e4c73fb7c509e,76,m_mutation,filler,22e6914c168ef32bcdc8fbd28b54d0a63957d9b021753c86d8877e570e4544c0,4307,False,warmth,warmth;comfort;joy,False,305,0.6,False,top100,False,1,168
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,f99173763c2c4b5ebfec8c937d29c384,3,72a0008c46304e56af0e4c73fb7c509e,76,m_mutation,absent,5c87dee8cee87e6363fbbeba3e91e439a9e485a82aeb7179d7d7632be598963f,4042,False,comfort,comfort;nurture;soothe,False,1557,0.6,False,top500,False,1,131
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,6af82d2f3e0d4a87907692d5de04af71,3,f8878399c9c24b67a5cefe6b79f4719d,329,l_mutation,genuine,9abf57bef56f32f4f3aa916bc39acf968b1b2c4f5b0c6b7dd95f0f81eca6126e,4503,False,abstract,abstract;representation;model,False,11077,0.3,False,top500,False,1,157
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,6af82d2f3e0d4a87907692d5de04af71,3,f8878399c9c24b67a5cefe6b79f4719d,329,l_mutation,wrong,99d52f8ab7ff4fd187e0f70d37c4c9a303f437d41a89c5f9c5a5313b00ccc769,4489,False,stimulus,stimulus;cue;signal,False,9432,0.3,False,top500,False,1,196
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,6af82d2f3e0d4a87907692d5de04af71,3,f8878399c9c24b67a5cefe6b79f4719d,329,l_mutation,filler,9a7df82ac4813c8459f59525978ab226aa95155dc838efa4fac7cc41efce34f2,4492,False,signal,signal;context;medium,False,11137,0.4,False,top500,False,1,162
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,6af82d2f3e0d4a87907692d5de04af71,3,f8878399c9c24b67a5cefe6b79f4719d,329,l_mutation,absent,dc1cb2ecacb9bf66887e89bd6d322c19809e4f64168fbbb722bc228f6739c61d,4264,False,environment,environment;context;setting,False,1605,0.4,False,top500,False,1,108
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,b6b828c83677488ebae134752bb76c86,3,aceb92b2e52a49be816c0984bf82f188,555,m_mutation,genuine,d9ab9b7b0f6bfb5a61f97ba72f6faa88ce6892741e6b919021482b900b9237e1,4320,False,legacy,legacy;lineage;continuity,False,2571,0.4,False,top500,False,1,131
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,b6b828c83677488ebae134752bb76c86,3,aceb92b2e52a49be816c0984bf82f188,555,m_mutation,wrong,b7f6ae2bb65f375214a501c8e3c29d623cce9f20d6da265d99a7e5cdd26c250a,4272,False,legacy,legacy;practice;continuity,False,2571,0.7,False,top500,False,1,125
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,b6b828c83677488ebae134752bb76c86,3,aceb92b2e52a49be816c0984bf82f188,555,m_mutation,filler,4184ac614e1c70a5783c285a40fe8e7b7a0011c966d8c2f26ce0b80ebc7f5fb2,4302,False,custody,custody;lineage;steward,False,9408,0.35,False,top500,False,1,154
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,b6b828c83677488ebae134752bb76c86,3,aceb92b2e52a49be816c0984bf82f188,555,m_mutation,absent,dc686566a782226db3d8ac935b86953cd654bcbd9a4b2f4885edd1fd725e4ac4,4037,False,lineage,lineage;custody;continuity,False,7428,0.7,False,top500,False,1,153
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,cf2b519a06104572a524f3237cf4d44a,4,17b939056cac46efa3737de464fca2a0,11,m_mutation,genuine,8535fe02291168213aeb90c14c9fe8d238059c9d6dd445220b8b4db5e1405164,4814,False,generosity,generosity;service;help,False,15,0.7,False,top100,False,1,95
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,cf2b519a06104572a524f3237cf4d44a,4,17b939056cac46efa3737de464fca2a0,11,m_mutation,wrong,1852372c3661e6b4b7341ecdae2ab11f5e4254c26122b74abf3270216b9245ea,4812,False,hospitality,hospitality;grace;harmony,False,609,0.7,False,top100,False,1,143
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,cf2b519a06104572a524f3237cf4d44a,4,17b939056cac46efa3737de464fca2a0,11,m_mutation,filler,e3d25cc61e8cdadd1f10adea2938ccfc8c0f5353106ae35e6dab9ccb5d948c2a,4811,False,generosity,generosity;benevolence;altruism,False,15,0.5,False,top500,False,1,149
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,cf2b519a06104572a524f3237cf4d44a,4,17b939056cac46efa3737de464fca2a0,11,m_mutation,absent,1c768d75498a5bdc63b76b6a4071a4249b2a3a291693bcc786a467251d7a7954,4583,False,help,help;support;aid,False,2056,0.4,False,top500,False,1,172
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,941a1f177c094370820d6f41b673bd29,4,8ddb997fe151465398b2b14e2d980ca1,31,s_mutation,genuine,c047ddea2ca14e4bbbe1984013b03de5cb878035d7ee146a87b4af743dcca8e0,4536,False,stance,stance;outlook;perspective,False,1223,0.7,False,top100,False,1,120
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,941a1f177c094370820d6f41b673bd29,4,8ddb997fe151465398b2b14e2d980ca1,31,s_mutation,wrong,78bea28fd8890b7679d472d12bd8ae31c8b809be74626b360d1d0fa128624350,4526,False,perspective,perspective;stance;posture,False,376,0.7,False,top500,False,1,148
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,941a1f177c094370820d6f41b673bd29,4,8ddb997fe151465398b2b14e2d980ca1,31,s_mutation,filler,cd2470979829960f385e069c093bc2f8085db32ebd4cb6f8c17d8bf6b8efd362,4521,False,stance,stance;orientation;perspective,False,1223,0.7,False,top500,False,1,141
ea_llm_self_adaptive_api_1307_run2_20260722_171316.json,1307,941a1f177c094370820d6f41b673bd29,4,8ddb997fe151465398b2b14e2d980ca1,31,s_mutation,absent,8b07bc1dc4720b2e02d629242c23e29fe0c4b70062f295b931b70cdef0373d2d,4293,False,orientation,orientation;stance;frame,False,3813,0.6,False,top500,False,2,112
