trace_file,game_number,generation,operator,parent_slot,child_name,parent_name,parent_word,parent_rank_reconstructed,parent_rank_logged,parent_rank_matches,child_first_word,child_first_rank,cosine_first,child_best_word,child_best_rank,cosine_best
ea_llm_self_adaptive_api_1303_run2_20260721_235308.json,1303,1,crossover,0,Temporal-Physical Components,epochs,period,135,135,True,part,935,0.34315261244773865,part,935,0.34315261244773865
ea_llm_self_adaptive_api_1303_run2_20260721_235308.json,1303,1,crossover,1,Temporal-Physical Components,bodyparts,leg,255,255,True,part,935,0.19505709409713745,part,935,0.19505709409713745
ea_llm_self_adaptive_api_1303_run2_20260721_235308.json,1303,2,m_mutation,,medical_temperature,weather,temperature,2,2,True,fever,1,0.30534204840660095,fever,1,0.30534204840660095
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,1,m_mutation,,cyclical structures,time,week,166,166,True,cycle,341,0.21832828223705292,cycle,341,0.21832828223705292
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,1,m_mutation,,support_structures,body_parts,leg,255,255,True,support,2449,0.08728345483541489,base,987,0.1539088934659958
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,1,l_mutation,,social_connections,family,relative,355,355,True,connection,1325,0.19310444593429565,link,537,0.15138030052185059
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,1,s_mutation,,network structures,technology,system,398,398,True,network,2447,0.46856817603111267,structure,1202,0.45694974064826965
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,1,ml_mutation,,symbols,colors,red,436,436,True,danger,492,0.19453676044940948,danger,492,0.19453676044940948
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,1,crossover,0,chrono-body,time,week,166,166,True,hand,841,0.33445659279823303,foot,586,0.2716713845729828
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,1,crossover,1,chrono-body,body_parts,leg,255,255,True,hand,841,0.4294138550758362,foot,586,0.4797901213169098
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,2,ml_mutation,,body_descriptors,body_parts,stomach,51,51,True,flat,1760,0.20730158686637878,flat,1760,0.20730158686637878
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,2,s_mutation,,specific time intervals,time,week,166,166,True,interval,716,0.07642356306314468,period,135,0.37328365445137024
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,2,s_mutation,,markers,symbols,sign,170,170,True,marker,2853,0.2500137388706207,marker,2853,0.2500137388706207
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,2,m_mutation,,mechanical components,cyclical structures,cycle,341,341,True,gear,2904,0.2214273363351822,motor,1776,0.2840687036514282
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,2,ml_mutation,,social units,family,relative,355,355,True,community,2745,0.154950350522995,cluster,1123,0.17283371090888977
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,2,crossover,0,body_intervals,body_parts,stomach,51,51,True,arm,1860,0.3164851665496826,foot,586,0.3389899432659149
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,2,crossover,1,body_intervals,specific time intervals,period,135,135,True,arm,1860,0.1524997055530548,foot,586,0.13924163579940796
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,3,ml_mutation,,organ systems,body_parts,stomach,51,51,True,respiratory,38,0.4020148515701294,respiratory,38,0.4020148515701294
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,3,s_mutation,,refined time phases,specific time intervals,period,135,135,True,epoch,10278,0.34676358103752136,stage,378,0.30042755603790283
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,3,m_mutation,,gestures,symbols,sign,170,170,True,gesture,13667,0.33833181858062744,indication,78,0.4430787265300751
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,3,ml_mutation,,recurring phenomena,cyclical structures,cycle,341,341,True,recurrence,822,0.1618082970380783,occurrence,169,0.1940213292837143
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,3,m_mutation,,comparative terms,family,relative,355,355,True,comparison,921,0.4357594847679138,comparison,921,0.4357594847679138
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,3,crossover,0,organ_system_body_parts,organ systems,respiratory,38,38,True,brain,213,0.3444586992263794,brain,213,0.3444586992263794
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,3,crossover,1,organ_system_body_parts,body_parts,stomach,51,51,True,brain,213,0.4488734304904938,brain,213,0.4488734304904938
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,4,ml_mutation,,physiological processes,organ systems,respiratory,38,38,True,metabolism,749,0.26680630445480347,metabolism,749,0.26680630445480347
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,4,l_mutation,,containers,body_parts,stomach,51,51,True,vessel,2131,0.19359801709651947,vessel,2131,0.19359801709651947
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,4,ml_mutation,,directional terms,gestures,indication,78,78,True,guide,2175,0.12236176431179047,show,287,0.301536500453949
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,4,m_mutation,,components of larger structures,specific time intervals,period,135,135,True,phrase,3973,0.1870012730360031,section,2264,0.19145895540714264
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,4,s_mutation,,recurring instances,recurring phenomena,occurrence,169,169,True,instance,542,0.2680123448371887,instance,542,0.2680123448371887
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,4,crossover,0,organ_components,organ systems,respiratory,38,38,True,heart,253,0.37123292684555054,liver,143,0.4727171063423157
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,4,crossover,1,organ_components,body_parts,stomach,51,51,True,heart,253,0.4978042542934418,liver,143,0.5125207304954529
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,5,m_mutation,,gas exchange processes,organ systems,respiratory,38,38,True,ventilation,797,0.2643202543258667,oxygen,376,0.28690019249916077
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,5,ml_mutation,,medical_conditions,body_parts,stomach,51,51,True,infection,8,0.42652297019958496,infection,8,0.42652297019958496
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,5,l_mutation,,environmental_clues,gestures,indication,78,78,True,hint,3059,0.5522255897521973,trace,1850,0.21206696331501007
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,5,l_mutation,,modes_of_representation,directional terms,indicate,103,103,True,represent,1826,0.4601951539516449,represent,1826,0.4601951539516449
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,5,m_mutation,,historical epochs,specific time intervals,period,135,135,True,epoch,10278,0.34676358103752136,phase,483,0.4254510998725891
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,5,crossover,0,systemic_conditions,medical_conditions,infection,8,8,True,digestive,730,0.37635383009910583,infection,8,1.0000001192092896
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,5,crossover,1,systemic_conditions,organ systems,respiratory,38,38,True,digestive,730,0.5287690162658691,infection,8,0.638903021812439
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,6,l_mutation,,environmental_factors,medical_conditions,infection,8,8,True,environment,1659,0.14954818785190582,exposure,192,0.3855493366718292
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,6,m_mutation,,transmission_mechanisms,systemic_conditions,infection,8,8,True,transmission,1027,0.33855828642845154,transmission,1027,0.33855828642845154
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,6,ml_mutation,,organ_functions,body_parts,stomach,51,51,True,function,493,0.19201476871967316,function,493,0.19201476871967316
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,6,s_mutation,,indicators,gestures,indication,78,78,True,manifestation,582,0.34892335534095764,manifestation,582,0.34892335534095764
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,6,s_mutation,,directional signals,directional terms,indicate,103,103,True,signal,776,0.4093966484069824,suggest,418,0.7554736137390137
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,6,crossover,0,systemic_medical_overlap,medical_conditions,infection,8,8,True,infection,8,1.0000001192092896,infection,8,1.0000001192092896
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,6,crossover,1,systemic_medical_overlap,systemic_conditions,infection,8,8,True,infection,8,1.0000001192092896,infection,8,1.0000001192092896
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,7,s_mutation,,infectious diseases,medical_conditions,infection,8,8,True,contagion,5053,0.22377930581569672,disease,13,0.7082577347755432
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,7,l_mutation,,microbial ecology,systemic_conditions,infection,8,8,True,microbial,2966,0.2570720314979553,spread,234,0.4300415813922882
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,7,ml_mutation,,anatomical_terminology,body_parts,stomach,51,51,True,organ,1778,0.1413254737854004,tissue,713,0.38224485516548157
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,7,l_mutation,,environmental cues,gestures,indication,78,78,True,landmark,11360,0.11191485822200775,guide,2175,0.12236176431179047
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,7,ml_mutation,,communication terms,directional terms,indicate,103,103,True,transmit,907,0.2493876963853836,transmit,907,0.2493876963853836
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,7,crossover,0,comorbid,medical_conditions,infection,8,8,True,infection,8,1.0000001192092896,infection,8,1.0000001192092896
ea_llm_self_adaptive_api_1303_run3_20260722_015443.json,1303,7,crossover,1,comorbid,systemic_conditions,infection,8,8,True,infection,8,1.0000001192092896,infection,8,1.0000001192092896
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,1,s_mutation,,time intervals,time,week,166,166,True,interval,716,0.07642356306314468,period,135,0.37328365445137024
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,1,s_mutation,,eye_components,bodyparts,eye,349,349,True,lens,5043,0.3641880452632904,lens,5043,0.3641880452632904
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,1,l_mutation,,abstract concepts,technology,system,398,398,True,theory,1983,0.37183332443237305,theory,1983,0.37183332443237305
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,1,ml_mutation,,academic disciplines,occupations,doctor,410,410,True,medicine,510,0.5112972855567932,medicine,510,0.5112972855567932
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,1,s_mutation,,shades of red,colors,red,436,436,True,crimson,9054,0.4218621551990509,scarlet,2375,0.39571118354797363
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,1,crossover,0,temporal_units,time intervals,period,135,135,True,duration,310,0.41726094484329224,duration,310,0.41726094484329224
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,1,crossover,1,temporal_units,time,week,166,166,True,duration,310,0.16025559604167938,duration,310,0.16025559604167938
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,2,m_mutation,,digestive_functions,bodyparts,stomach,51,51,True,digestion,812,0.3678394854068756,hunger,560,0.24205069243907928
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,2,m_mutation,,punctuation marks,time intervals,period,135,135,True,dot,5048,0.12435067445039749,stop,486,0.1991635113954544
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,2,s_mutation,,temporal_duration_aspects,temporal_units,duration,310,310,True,length,1233,0.5418830513954163,extent,668,0.3996320962905884
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,2,ml_mutation,,biological systems,technology,system,398,398,True,structure,1202,0.45694974064826965,function,493,0.4181801378726959
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,2,s_mutation,,medical professions,occupations,doctor,410,410,True,physician,1489,0.7040849924087524,physician,1489,0.7040849924087524
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,2,crossover,0,biological time units,bodyparts,stomach,51,51,True,interval,716,0.055633410811424255,term,488,0.07976166158914566
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,2,crossover,1,biological time units,time intervals,period,135,135,True,interval,716,0.3161261975765228,term,488,0.459770530462265
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,3,m_mutation,,emotional_states_linked_to_stomach,bodyparts,stomach,51,51,True,nerves,885,0.34714412689208984,anxiety,44,0.29107919335365295
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,3,ml_mutation,,process phases,time intervals,period,135,135,True,phase,483,0.4254510998725891,cycle,341,0.35696128010749817
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,3,m_mutation,,measurement_terms,temporal_units,duration,310,310,True,metric,4312,0.12381337583065033,measure,185,0.32103416323661804
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,3,ml_mutation,,social systems,technology,system,398,398,True,community,2745,0.30466926097869873,society,2372,0.34481799602508545
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,3,ml_mutation,,medical titles,occupations,doctor,410,410,True,surgeon,7110,0.5897458791732788,specialist,2786,0.36971315741539
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,3,crossover,0,emotional_body_parts,emotional_states_linked_to_stomach,anxiety,44,44,True,stomach,51,0.29107919335365295,stomach,51,0.29107919335365295
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,3,crossover,1,emotional_body_parts,bodyparts,stomach,51,51,True,stomach,51,1.0,stomach,51,1.0
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,4,l_mutation,,external_influences_on_mood,emotional_states_linked_to_stomach,anxiety,44,44,True,weather,232,0.1293424516916275,weather,232,0.1293424516916275
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,4,m_mutation,,emotional_states_linked_to_stomach,bodyparts,stomach,51,51,True,worry,411,0.2577999532222748,worry,411,0.2577999532222748
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,4,ml_mutation,,stages of processes,time intervals,period,135,135,True,stage,378,0.30042755603790283,point,338,0.3124910891056061
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,4,ml_mutation,,temporal events and phases,measurement_terms,time,165,165,True,event,1149,0.4262827932834625,stage,378,0.393583208322525
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,4,m_mutation,,sustained_attributes,temporal_units,duration,310,310,True,stamina,5333,0.21952182054519653,persistence,2951,0.21652965247631073
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,4,crossover,0,emotional_body_parts,emotional_states_linked_to_stomach,anxiety,44,44,True,stomach,51,0.29107919335365295,stomach,51,0.29107919335365295
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,4,crossover,1,emotional_body_parts,bodyparts,stomach,51,51,True,stomach,51,1.0,stomach,51,1.0
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,5,s_mutation,,refined_stomach_discomfort_terms,emotional_states_linked_to_stomach,discomfort,19,19,True,ache,61,0.4056941568851471,ache,61,0.4056941568851471
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,5,l_mutation,,material_states,bodyparts,stomach,51,51,True,liquid,375,0.2373565435409546,liquid,375,0.2373565435409546
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,5,m_mutation,,punctuation symbols,time intervals,period,135,135,True,dot,5048,0.12435067445039749,dot,5048,0.12435067445039749
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,5,m_mutation,,time_perception,measurement_terms,time,165,165,True,perception,1741,0.17668913304805756,experience,106,0.46789512038230896
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,5,l_mutation,,physical_attributes_of_environments,external_influences_on_mood,weather,232,232,True,texture,3091,0.09821871668100357,pattern,625,0.25299662351608276
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,5,crossover,0,body_parts_linked_to_emotions,emotional_states_linked_to_stomach,discomfort,19,19,True,stomach,51,0.4871642291545868,stomach,51,0.4871642291545868
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,5,crossover,1,body_parts_linked_to_emotions,bodyparts,stomach,51,51,True,stomach,51,1.0,stomach,51,1.0
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,6,ml_mutation,,physiological_responses_to_environment,external_influences_on_mood,temperature,2,2,True,pulse,315,0.3584034740924835,sweat,59,0.1913197934627533
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,6,m_mutation,,physiological_responses_to_illness,emotional_states_linked_to_stomach,nausea,12,12,True,sickness,45,0.5182520151138306,sickness,45,0.5182520151138306
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,6,l_mutation,,culinary_sensory_terms,bodyparts,stomach,51,51,True,flavor,1718,0.11805684119462967,flavor,1718,0.11805684119462967
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,6,s_mutation,,focused_stomach_ache_terms,refined_stomach_discomfort_terms,ache,61,61,True,cramp,41,0.24578817188739777,cramp,41,0.24578817188739777
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,6,ml_mutation,,mental_processes,time_perception,experience,106,106,True,thought,388,0.4582628011703491,reasoning,312,0.234756201505661
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,6,crossover,0,external_stressors_and_gut_emotions,external_influences_on_mood,temperature,2,2,True,stress,48,0.32890787720680237,anxiety,44,0.15450550615787506
ea_llm_self_adaptive_api_1303_run4_20260722_032823.json,1303,6,crossover,1,external_stressors_and_gut_emotions,emotional_states_linked_to_stomach,nausea,12,12,True,stress,48,0.35983848571777344,anxiety,44,0.4400803744792938
ea_llm_self_adaptive_api_1303_run5_20260722_034211.json,1303,1,l_mutation,,environments,emotions,anxiety,44,44,True,spaces,2525,0.09549674391746521,conditions,27,0.24644169211387634
ea_llm_self_adaptive_api_1303_run5_20260722_034211.json,1303,1,ml_mutation,,symptoms,body,stomach,51,51,True,nausea,12,0.4896194040775299,pain,5,0.5372480750083923
ea_llm_self_adaptive_api_1303_run5_20260722_034211.json,1303,1,l_mutation,,celestial phenomena,time,week,166,166,True,sun,1200,0.20145946741104126,sun,1200,0.20145946741104126
ea_llm_self_adaptive_api_1303_run5_20260722_034211.json,1303,1,s_mutation,,healthcare roles,professions,doctor,410,410,True,physician,1489,0.7040849924087524,physician,1489,0.7040849924087524
ea_llm_self_adaptive_api_1303_run5_20260722_034211.json,1303,1,ml_mutation,,descriptors,colors,red,436,436,True,vivid,3523,0.20376740396022797,vivid,3523,0.20376740396022797
ea_llm_self_adaptive_api_1303_run5_20260722_034211.json,1303,1,crossover,0,contextual_factors,symptoms,pain,5,5,True,context,3210,0.19386452436447144,status,959,0.12687072157859802
ea_llm_self_adaptive_api_1303_run5_20260722_034211.json,1303,1,crossover,1,contextual_factors,environments,conditions,27,27,True,context,3210,0.3154657483100891,status,959,0.30301767587661743
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,1,ml_mutation,,relationships,emotions,love,148,148,True,friendship,111,0.49184998869895935,friendship,111,0.49184998869895935
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,1,m_mutation,,professional roles,human activities,work,745,745,True,labor,4937,0.3769552409648895,duty,1947,0.32362979650497437
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,1,s_mutation,,subterranean plant structures,parts of a plant,root,1183,1183,True,base,2065,0.18898317217826843,base,2065,0.18898317217826843
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,1,s_mutation,,internal organs,parts of the body,heart,1255,1255,True,organ,7893,0.3223489820957184,stomach,6986,0.4978042542934418
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,1,l_mutation,,written documentation,everyday objects,book,1801,1801,True,scroll,14601,0.22616201639175415,guide,2222,0.5236101150512695
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,1,crossover,0,emotional_bonds,relationships,friendship,111,111,True,love,148,0.49184998869895935,love,148,0.49184998869895935
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,1,crossover,1,emotional_bonds,emotions,love,148,148,True,love,148,1.0,love,148,1.0
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,2,l_mutation,,contextual understanding,emotions,empathy,19,19,True,context,1039,0.254537433385849,perception,329,0.40023016929626465
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,2,ml_mutation,,types of cooperation,relationships,friendship,111,111,True,teamwork,62,0.31084373593330383,teamwork,62,0.31084373593330383
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,2,ml_mutation,,economic sectors,human activities,work,745,745,True,industry,1728,0.34441250562667847,industry,1728,0.34441250562667847
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,2,ml_mutation,,plant physiological processes,parts of a plant,root,1183,1183,True,absorption,19297,0.11983618140220642,storage,12533,0.18004022538661957
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,2,l_mutation,,celestial objects,parts of the body,heart,1255,1255,True,star,8016,0.22395332157611847,star,8016,0.22395332157611847
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,2,crossover,0,emotional_cooperation,emotions,empathy,19,19,True,synergy,5053,0.20057328045368195,trust,96,0.22233229875564575
ea_llm_self_adaptive_api_1307_run1_20260722_160312.json,1307,2,crossover,1,emotional_cooperation,types of cooperation,teamwork,62,62,True,synergy,5053,0.4052949845790863,trust,96,0.21652118861675262
